name,sym,open,close,change,percent,snr
GTT Communications,GTT,NA,NA,NA,NA,NA
GTY Technology,GTYH,NA,NA,NA,NA,NA
Great Western Bancorp,GWB,NA,NA,NA,NA,NA
GWG,GWGH,NA,NA,NA,NA,NA
Howard Bancorp,HBMD,NA,NA,NA,NA,NA
Huttig Building Products,HBP,NA,NA,NA,NA,NA
Heritage-Crystal Clean,HCCI,NA,NA,NA,NA,NA
Hunt Companies Finance Trust,HCFT,NA,NA,NA,NA,NA
HC2,HCHC,NA,NA,NA,NA,NA
HD Supply,HDS,NA,NA,NA,NA,NA
HollyFrontier,HFC,NA,NA,NA,NA,NA
Howard Hughes,HHC,NA,NA,NA,NA,NA
Hill International,HIL,NA,NA,NA,NA,NA
Houghton Mifflin Harcourt,HMHC,NA,NA,NA,NA,NA
HMS,HMSY,NA,NA,NA,NA,NA
Hemisphere Media,HMTV,NA,NA,NA,NA,NA
At Home,HOME,NA,NA,NA,NA,NA
HighPoint Resources,HPR,NA,NA,NA,NA,NA
Hill-Rom,HRC,NA,NA,NA,NA,NA
Harsco,HSC,NA,NA,NA,NA,NA
Heska,HSKA,NA,NA,NA,NA,NA
Hersha Hospitality Trust,HT,NA,NA,NA,NA,NA
Healthcare Trust of America,HTA,NA,NA,NA,NA,NA
Heat Biologics,HTBX,NA,NA,NA,NA,NA
HTG Molecular Diagnostics,HTGM,NA,NA,NA,NA,NA
Houston Wire and Cable,HWCC,NA,NA,NA,NA,NA
Horizon Global,HZN,NA,NA,NA,NA,NA
Horizon Pharma,HZNP,NA,NA,NA,NA,NA
IBERIABANK,IBKC,NA,NA,NA,NA,NA
County Bancorp,ICBK,NA,NA,NA,NA,NA
Intercept Pharma,ICPT,NA,NA,NA,NA,NA
Idera Pharma,IDRA,NA,NA,NA,NA,NA
IEC Electronics,IEC,NA,NA,NA,NA,NA
Independence Holding,IHC,NA,NA,NA,NA,NA
IntriCon,IIN,NA,NA,NA,NA,NA
II-VI,IIVI,NA,NA,NA,NA,NA
Ikonics,IKNX,NA,NA,NA,NA,NA
ImmunoGen,IMGN,NA,NA,NA,NA,NA
Impac Mortgage,IMH,NA,NA,NA,NA,NA
Immunomedics,IMMU,NA,NA,NA,NA,NA
Infinity Pharma,INFI,NA,NA,NA,NA,NA
IHS Markit,INFO,NA,NA,NA,NA,NA
Inpixon,INPX,NA,NA,NA,NA,NA
Intelligent,INS,NA,NA,NA,NA,NA
World Fuel,INT,NA,NA,NA,NA,NA
InnerWorkings,INWK,NA,NA,NA,NA,NA
Ion Geophysical,IO,NA,NA,NA,NA,NA
Adesto,IOTS,NA,NA,NA,NA,NA
Inphi,IPHI,NA,NA,NA,NA,NA
Investors Bancorp,ISBC,NA,NA,NA,NA,NA
Insignia,ISIG,NA,NA,NA,NA,NA
Image Sensing,ISNS,NA,NA,NA,NA,NA
IsoRay,ISR,NA,NA,NA,NA,NA
Invacare,IVC,NA,NA,NA,NA,NA
Jason Industries,JASN,NA,NA,NA,NA,NA
J Alexander's,JAX,NA,NA,NA,NA,NA
Jernigan Capital,JCAP,NA,NA,NA,NA,NA
j2 Global,JCOM,NA,NA,NA,NA,NA
Communications Systems,JCS,NA,NA,NA,NA,NA
Jounce Therapeutics,JNCE,NA,NA,NA,NA,NA
Kaman,KAMN,NA,NA,NA,NA,NA
Kimball International,KBAL,NA,NA,NA,NA,NA
Kadmon,KDMN,NA,NA,NA,NA,NA
Kindred Biosciences,KIN,NA,NA,NA,NA,NA
KemPharm,KMPH,NA,NA,NA,NA,NA
Knoll Inc.,KNL,NA,NA,NA,NA,NA
Kraton,KRA,NA,NA,NA,NA,NA
Kansas City Southern,KSU,NA,NA,NA,NA,NA
Lawson Products,LAWS,NA,NA,NA,NA,NA
Lakeland Bancorp,LBAI,NA,NA,NA,NA,NA
Luther Burbank Corporation,LBC,NA,NA,NA,NA,NA
Lannett Co,LCI,NA,NA,NA,NA,NA
Lydall,LDL,NA,NA,NA,NA,NA
Leaf Group,LEAF,NA,NA,NA,NA,NA
LHC,LHCG,NA,NA,NA,NA,NA
LiveXLive Media,LIVX,NA,NA,NA,NA,NA
La Jolla Pharmaceutical,LJPC,NA,NA,NA,NA,NA
Limelight Networks,LLNW,NA,NA,NA,NA,NA
Legg Mason,LM,NA,NA,NA,NA,NA
Luminex,LMNX,NA,NA,NA,NA,NA
Landec,LNDC,NA,NA,NA,NA,NA
LogMein,LOGM,NA,NA,NA,NA,NA
Lonestar Resources US,LONE,NA,NA,NA,NA,NA
Loral Space and Communications,LORL,NA,NA,NA,NA,NA
Laredo Petroleum,LPI,NA,NA,NA,NA,NA
Life Storage,LSI,NA,NA,NA,NA,NA
Livent,LTHM,NA,NA,NA,NA,NA
Luby's,LUB,NA,NA,NA,NA,NA
Merrimack Pharma,MACK,NA,NA,NA,NA,NA
ManTech International,MANT,NA,NA,NA,NA,NA
Marrone Bio Innovations,MBII,NA,NA,NA,NA,NA
Contango Oil and Gas,MCF,NA,NA,NA,NA,NA
MDC Holdings,MDC,NA,NA,NA,NA,NA
Medley Management,MDLY,NA,NA,NA,NA,NA
Meredith,MDP,NA,NA,NA,NA,NA
MeetMe,MEET,NA,NA,NA,NA,NA
Mackinac Financial,MFNC,NA,NA,NA,NA,NA
miRagen Therapeutics,MGEN,NA,NA,NA,NA,NA
Moneygram International,MGI,NA,NA,NA,NA,NA
Magellan Health,MGLN,NA,NA,NA,NA,NA
Magenta Therapeutics,MGTA,NA,NA,NA,NA,NA
Macquarie Infrastructure,MIC,NA,NA,NA,NA,NA
Micron Solutions,MICR,NA,NA,NA,NA,NA
Micronet Enertec,MICT,NA,NA,NA,NA,NA
The Michaels Companies,MIK,NA,NA,NA,NA,NA
Mobile Mini,MINI,NA,NA,NA,NA,NA
Majesco,MJCO,NA,NA,NA,NA,NA
Herman Miller,MLHR,NA,NA,NA,NA,NA
Millendo Therapeutics,MLND,NA,NA,NA,NA,NA
Malvern Bancorp,MLVF,NA,NA,NA,NA,NA
MMA Capital Management LLC,MMAC,NA,NA,NA,NA,NA
Manning and Napier,MN,NA,NA,NA,NA,NA
Mallinckrodt,MNK,NA,NA,NA,NA,NA
Brigham Minerals,MNRL,NA,NA,NA,NA,NA
Momenta Pharma,MNTA,NA,NA,NA,NA,NA
MobileIron,MOBL,NA,NA,NA,NA,NA
Model N,MODN,NA,NA,NA,NA,NA
MoSys,MOSY,NA,NA,NA,NA,NA
Marlin Business,MRLN,NA,NA,NA,NA,NA
Mirati Therapeutics,MRTX,NA,NA,NA,NA,NA
MSB Financial,MSBF,NA,NA,NA,NA,NA
MSG Networks,MSGN,NA,NA,NA,NA,NA
MISONIX,MSON,NA,NA,NA,NA,NA
Meritor,MTOR,NA,NA,NA,NA,NA
MTS,MTSC,NA,NA,NA,NA,NA
Maxim Integrated Products,MXIM,NA,NA,NA,NA,NA
Mylan,MYL,NA,NA,NA,NA,NA
MyoKardia,MYOK,NA,NA,NA,NA,NA
MYOS RENS Technology,MYOS,NA,NA,NA,NA,NA
National Instruments,NATI,NA,NA,NA,NA,NA
Navistar International,NAV,NA,NA,NA,NA,NA
New Age Beverages,NBEV,NA,NA,NA,NA,NA
Noble Energy,NBL,NA,NA,NA,NA,NA
Nicolet Bankshares,NCBS,NA,NA,NA,NA,NA
NCR,NCR,NA,NA,NA,NA,NA
Neos Therapeutics,NEOS,NA,NA,NA,NA,NA
Net Element,NETE,NA,NA,NA,NA,NA
New Relic,NEWR,NA,NA,NA,NA,NA
National General,NGHC,NA,NA,NA,NA,NA
NantKwest,NK,NA,NA,NA,NA,NA
Nautilus,NLS,NA,NA,NA,NA,NA
Nielsen,NLSN,NA,NA,NA,NA,NA
Neenah Paper,NP,NA,NA,NA,NA,NA
NeoPhotonics,NPTN,NA,NA,NA,NA,NA
New Residential Investment,NRZ,NA,NA,NA,NA,NA
National Security,NSEC,NA,NA,NA,NA,NA
NanoString,NSTG,NA,NA,NA,NA,NA
NTN Buzztime,NTN,NA,NA,NA,NA,NA
Nuance Communications,NUAN,NA,NA,NA,NA,NA
NuVasive,NUVA,NA,NA,NA,NA,NA
InVivo Therapeutics,NVIV,NA,NA,NA,NA,NA
Invitae,NVTA,NA,NA,NA,NA,NA
Novus Therapeutics,NVUS,NA,NA,NA,NA,NA
New Home,NWHM,NA,NA,NA,NA,NA
NextGen Healthcare,NXGN,NA,NA,NA,NA,NA
NXT-ID,NXTD,NA,NA,NA,NA,NA
Oasis Petroleum,OAS,NA,NA,NA,NA,NA
Ocean Bio-Chem,OBCI,NA,NA,NA,NA,NA
Origin Bancorp,OBNK,NA,NA,NA,NA,NA
Odonate Therapeutics,ODT,NA,NA,NA,NA,NA
Corporate Office Properties Trust,OFC,NA,NA,NA,NA,NA
OncoSec Medical,ONCS,NA,NA,NA,NA,NA
On Deck Capital,ONDK,NA,NA,NA,NA,NA
Onconova Therapeutics,ONTX,NA,NA,NA,NA,NA
ORBCOMM,ORBC,NA,NA,NA,NA,NA
Overstock.com,OSTK,NA,NA,NA,NA,NA
Otelco,OTEL,NA,NA,NA,NA,NA
Otonomy,OTIC,NA,NA,NA,NA,NA
PacWest Bancorp,PACW,NA,NA,NA,NA,NA
Patriot Transportation Holding,PATI,NA,NA,NA,NA,NA
People's United,PBCT,NA,NA,NA,NA,NA
Prudential Bancorp,PBIP,NA,NA,NA,NA,NA
PCSB Financial Corporation,PCSB,NA,NA,NA,NA,NA
PC-Tel,PCTI,NA,NA,NA,NA,NA
Park City,PCYG,NA,NA,NA,NA,NA
PDC Energy,PDCE,NA,NA,NA,NA,NA
PDL BioPharma,PDLI,NA,NA,NA,NA,NA
Parsley Energy,PE,NA,NA,NA,NA,NA
Pennsylvania Real Estate Investment Trust,PEI,NA,NA,NA,NA,NA
Pacific Ethanol,PEIX,NA,NA,NA,NA,NA
Premier Financial Bancorp,PFBI,NA,NA,NA,NA,NA
P and F Industries,PFIN,NA,NA,NA,NA,NA
Pfenex,PFNX,NA,NA,NA,NA,NA
Proofpoint,PFPT,NA,NA,NA,NA,NA
PFSweb,PFSW,NA,NA,NA,NA,NA
Progenics Pharma,PGNX,NA,NA,NA,NA,NA
PGT Innovations,PGTI,NA,NA,NA,NA,NA
PhaseBio Pharmaceuticals,PHAS,NA,NA,NA,NA,NA
PICO,PICO,NA,NA,NA,NA,NA
1347 Property Insurance,PIH,NA,NA,NA,NA,NA
PerkinElmer,PKI,NA,NA,NA,NA,NA
Anaplan,PLAN,NA,NA,NA,NA,NA
Plantronics,PLT,NA,NA,NA,NA,NA
PLx Pharma,PLXP,NA,NA,NA,NA,NA
Pacific Mercantile Bancorp,PMBC,NA,NA,NA,NA,NA
PolyOne,POL,NA,NA,NA,NA,NA
PQ Group,PQG,NA,NA,NA,NA,NA
PRA Health Sciences,PRAH,NA,NA,NA,NA,NA
Perceptron,PRCP,NA,NA,NA,NA,NA
PRGX Global,PRGX,NA,NA,NA,NA,NA
Principia Biopharma,PRNB,NA,NA,NA,NA,NA
The Providence Service,PRSC,NA,NA,NA,NA,NA
Perspecta,PRSP,NA,NA,NA,NA,NA
Paratek Pharma,PRTK,NA,NA,NA,NA,NA
Party City Holdco,PRTY,NA,NA,NA,NA,NA
Provention Bio,PRVB,NA,NA,NA,NA,NA
Pluralsight,PS,NA,NA,NA,NA,NA
PS Business Parks,PSB,NA,NA,NA,NA,NA
PolarityTE,PTE,NA,NA,NA,NA,NA
Proteostasis Therapeutics,PTI,NA,NA,NA,NA,NA
Portola Pharma,PTLA,NA,NA,NA,NA,NA
Protective Insurance,PTVCA,NA,NA,NA,NA,NA
Protective Insurance,PTVCB,NA,NA,NA,NA,NA
People's Utah,PUB,NA,NA,NA,NA,NA
Penn Virginia,PVAC,NA,NA,NA,NA,NA
Pioneer Natural Resources,PXD,NA,NA,NA,NA,NA
Pzena Investment Management,PZN,NA,NA,NA,NA,NA
QAD,QADA,NA,NA,NA,NA,NA
QAD,QADB,NA,NA,NA,NA,NA
QEP Resources,QEP,NA,NA,NA,NA,NA
QTS Realty Trust,QTS,NA,NA,NA,NA,NA
Qumu,QUMU,NA,NA,NA,NA,NA
Quotient Technology,QUOT,NA,NA,NA,NA,NA
Rite Aid,RAD,NA,NA,NA,NA,NA
Raven Industries,RAVN,NA,NA,NA,NA,NA
"Reliant Bancorp, Inc.",RBNC,NA,NA,NA,NA,NA
Rent-A-Center,RCII,NA,NA,NA,NA,NA
Everest Re,RE,NA,NA,NA,NA,NA
Renewable Energy,REGI,NA,NA,NA,NA,NA
Recro Pharma,REPH,NA,NA,NA,NA,NA
Altisource Residential,RESI,NA,NA,NA,NA,NA
Resonant,RESN,NA,NA,NA,NA,NA
Reata Pharma,RETA,NA,NA,NA,NA,NA
Revlon,REV,NA,NA,NA,NA,NA
Resolute Forest Products,RFP,NA,NA,NA,NA,NA
Realogy,RLGY,NA,NA,NA,NA,NA
Red Lion Hotels,RLH,NA,NA,NA,NA,NA
Randolph Bancorp,RNDB,NA,NA,NA,NA,NA
RigNet,RNET,NA,NA,NA,NA,NA
RealNetworks,RNWK,NA,NA,NA,NA,NA
RBC Bearings,ROLL,NA,NA,NA,NA,NA
RealPage,RP,NA,NA,NA,NA,NA
Retail Properties of America,RPAI,NA,NA,NA,NA,NA
Ramco-Gershenson Properties Trust,RPT,NA,NA,NA,NA,NA
R.R. Donnelley and Sons,RRD,NA,NA,NA,NA,NA
Rosetta Stone,RST,NA,NA,NA,NA,NA
RTI Surgical,RTIX,NA,NA,NA,NA,NA
Retrophin,RTRX,NA,NA,NA,NA,NA
The Rubicon Project,RUBI,NA,NA,NA,NA,NA
Rubius Therapeutics,RUBY,NA,NA,NA,NA,NA
Ruth's Hospitality,RUTH,NA,NA,NA,NA,NA
Retail Value,RVI,NA,NA,NA,NA,NA
Revolution Lighting,RVLT,NA,NA,NA,NA,NA
Rexnord,RXN,NA,NA,NA,NA,NA
Sanderson Farms,SAFM,NA,NA,NA,NA,NA
SailPoint Technologies,SAIL,NA,NA,NA,NA,NA
Salisbury Bancorp,SAL,NA,NA,NA,NA,NA
Sussex Bancorp,SBBX,NA,NA,NA,NA,NA
Spring Bank Pharma,SBPH,NA,NA,NA,NA,NA
Santander Consumer USA,SC,NA,NA,NA,NA,NA
Schnitzer Steel Industries,SCHN,NA,NA,NA,NA,NA
Superconductor,SCON,NA,NA,NA,NA,NA
Sciplay,SCPL,NA,NA,NA,NA,NA
LS Starrett,SCX,NA,NA,NA,NA,NA
SeaWorld Entertainment,SEAS,NA,NA,NA,NA,NA
Selecta Biosciences,SELB,NA,NA,NA,NA,NA
Sesen Bio,SESN,NA,NA,NA,NA,NA
Safeguard Scientifics,SFE,NA,NA,NA,NA,NA
Seattle Genetics,SGEN,NA,NA,NA,NA,NA
Scientific Games,SGMS,NA,NA,NA,NA,NA
Shiloh Industries,SHLO,NA,NA,NA,NA,NA
SharpSpring,SHSP,NA,NA,NA,NA,NA
Sientra,SIEN,NA,NA,NA,NA,NA
SITO Mobile,SITO,NA,NA,NA,NA,NA
SVB Financial,SIVB,NA,NA,NA,NA,NA
Six Flags Entertainment New,SIX,32.82,NA,NA,NA,NA
South Jersey Industries,SJI,NA,NA,NA,NA,NA
Select Bancorp,SLCT,NA,NA,NA,NA,NA
Sharps Compliance,SMED,NA,NA,NA,NA,NA
Summit Financial,SMMF,NA,NA,NA,NA,NA
New Senior Investment,SNR,NA,NA,NA,NA,NA
Sunesis Pharma,SNSS,NA,NA,NA,NA,NA
Soliton,SOLY,NA,NA,NA,NA,NA
Southern National Bancorp of Virginia,SONA,NA,NA,NA,NA,NA
SP Plus,SP,NA,NA,NA,NA,NA
Spark Energy,SPKE,NA,NA,NA,NA,NA
Splunk,SPLK,NA,NA,NA,NA,NA
Superior Energy,SPN,NA,NA,NA,NA,NA
SeaSpine,SPNE,NA,NA,NA,NA,NA
Spectrum Pharma,SPPI,NA,NA,NA,NA,NA
support.com,SPRT,NA,NA,NA,NA,NA
Sequential Brands,SQBG,NA,NA,NA,NA,NA
Spirit Realty Capital,SRC,NA,NA,NA,NA,NA
ServiceSource International,SREV,NA,NA,NA,NA,NA
StarTek,SRT,NA,NA,NA,NA,NA
iStar Financial,STAR,NA,NA,NA,NA,NA
Extended Stay America,STAY,NA,NA,NA,NA,NA
State Auto Financial,STFC,NA,NA,NA,NA,NA
Sterling Bancorp,STL,NA,NA,NA,NA,NA
Stamps.com,STMP,NA,NA,NA,NA,NA
Standard AVB Financial Corp.,STND,NA,NA,NA,NA,NA
STORE Capital,STOR,NA,NA,NA,NA,NA
Spirit of Texas Bancshares,STXB,NA,NA,NA,NA,NA
Summer Infant,SUMR,NA,NA,NA,NA,NA
Sunworks,SUNW,NA,NA,NA,NA,NA
Severn Bancorp,SVBI,NA,NA,NA,NA,NA
SVMK,SVMK,NA,NA,NA,NA,NA
Shockwave Medical,SWAV,NA,NA,NA,NA,NA
Switch Inc,SWCH,NA,NA,NA,NA,NA
Schweitzer-Mauduit International,SWM,NA,NA,NA,NA,NA
Sykes Enterprises,SYKE,NA,NA,NA,NA,NA
Synthetic Biologics,SYN,NA,NA,NA,NA,NA
Synacor,SYNC,NA,NA,NA,NA,NA
Syneos Health,SYNH,NA,NA,NA,NA,NA
Synalloy,SYNL,NA,NA,NA,NA,NA
Systemax,SYX,NA,NA,NA,NA,NA
AT&T,T,NA,NA,NA,NA,NA
Del Taco Restaurants,TACO,NA,NA,NA,NA,NA
Carrols Restaurant,TAST,NA,NA,NA,NA,NA
Transatlantic Petroleum,TAT,NA,NA,NA,NA,NA
Triumph Bancorp,TBK,NA,NA,NA,NA,NA
Tricida,TCDA,NA,NA,NA,NA,NA
TCF Financial,TCF,NA,NA,NA,NA,NA
The Community Financial,TCFC,NA,NA,NA,NA,NA
Taubman Centers,TCO,NA,NA,NA,NA,NA
Tech Data,TECD,NA,NA,NA,NA,NA
TerraForm Power,TERP,NA,NA,NA,NA,NA
TESSCO,TESS,NA,NA,NA,NA,NA
Pareteum,TEUM,NA,NA,NA,NA,NA
Tiffany and Co,TIF,NA,NA,NA,NA,NA
Teligent,TLGT,NA,NA,NA,NA,NA
Tailored Brands,TLRD,NA,NA,NA,NA,NA
Timken Steel,TMST,NA,NA,NA,NA,NA
Telenav,TNAV,NA,NA,NA,NA,NA
resTORbio,TORC,NA,NA,NA,NA,NA
Third Point Reinsurance,TPRE,NA,NA,NA,NA,NA
Turning Point Therapeutics,TPTX,NA,NA,NA,NA,NA
Torchlight Energy Resources,TRCH,NA,NA,NA,NA,NA
Trecora Resources,TREC,NA,NA,NA,NA,NA
Tabula Rasa HealthCare,TRHC,NA,NA,NA,NA,NA
Triton International,TRTN,NA,NA,NA,NA,NA
Twin River Worldwide,TRWH,NA,NA,NA,NA,NA
TransEnterix,TRXC,NA,NA,NA,NA,NA
TriState Capital,TSC,NA,NA,NA,NA,NA
Tetraphase Pharma,TTPH,NA,NA,NA,NA,NA
Tivity Health,TVTY,NA,NA,NA,NA,NA
Trans World Entertainment,TWMC,NA,NA,NA,NA,NA
Hostess Brands,TWNK,NA,NA,NA,NA,NA
Twitter,TWTR,NA,NA,NA,NA,NA
Tyme Technologies,TYME,NA,NA,NA,NA,NA
Urstadt Biddle Properties,UBA,NA,NA,NA,NA,NA
Unique Fabricating,UFAB,NA,NA,NA,NA,NA
Domtar,UFS,NA,NA,NA,NA,NA
United Insurance,UIHC,NA,NA,NA,NA,NA
Umpqua,UMPQ,NA,NA,NA,NA,NA
Unico American,UNAM,0.05,0.05,0,0,NA
Univar,UNVR,NA,NA,NA,NA,NA
Urovant Sciences,UROV,NA,NA,NA,NA,NA
USA Truck,USAK,NA,NA,NA,NA,NA
USA,USAT,NA,NA,NA,NA,NA
U S Concrete,USCR,NA,NA,NA,NA,NA
US Well Services,USWS,NA,NA,NA,NA,NA
US Xpress Enterprises,USX,NA,NA,NA,NA,NA
Varian Medical,VAR,NA,NA,NA,NA,NA
Vocera Communications,VCRA,NA,NA,NA,NA,NA
Vectrus,VEC,NA,NA,NA,NA,NA
VEREIT,VER,NA,NA,NA,NA,NA
Vonage,VG,NA,NA,NA,NA,NA
Meridian Bioscience,VIVO,NA,NA,NA,NA,NA
Vmware,VMW,NA,NA,NA,NA,NA
Veoneer,VNE,NA,NA,NA,NA,NA
Venator Materials,VNTR,NA,NA,NA,NA,NA
ViewRay,VRAY,NA,NA,NA,NA,NA
Verso,VRS,NA,NA,NA,NA,NA
Virtusa,VRTU,NA,NA,NA,NA,NA
Veritiv,VRTV,NA,NA,NA,NA,NA
Vivint Solar,VSLR,NA,NA,NA,NA,NA
VIVUS,VVUS,NA,NA,NA,NA,NA
Welbilt Inc,WBT,NA,NA,NA,NA,NA
Waddell and Reed Financial,WDR,NA,NA,NA,NA,NA
WisdomTree Investments,WETF,NA,NA,NA,NA,NA
Boingo Wireless,WIFI,NA,NA,NA,NA,NA
Encore Wire,WIRE,289.95,NA,NA,NA,NA
Whiting Petroleum,WLL,NA,NA,NA,NA,NA
Willis Towers Watson,WLTW,NA,NA,NA,NA,NA
Western Asset Mortgage Capital,WMC,NA,NA,NA,NA,NA
Wright Medical,WMGI,NA,NA,NA,NA,NA
Washington Prime,WPG,NA,NA,NA,NA,NA
WPX Energy,WPX,NA,NA,NA,NA,NA
Washington Real Estate Investment Trust,WRE,NA,NA,NA,NA,NA
Weingarten Realty Investors,WRI,NA,NA,NA,NA,NA
Wrap Technologies,WRTC,NA,NA,NA,NA,NA
Wayside Technology,WSTG,NA,NA,NA,NA,NA
Waitr,WTRH,NA,NA,NA,NA,NA
Wireless Telecom,WTT,NA,NA,NA,NA,NA
World Wrestling Entertainment,WWE,NA,NA,NA,NA,NA
Wyndham Destinations,WYND,NA,NA,NA,NA,NA
Exantas Capital,XAN,NA,NA,NA,NA,NA
Cimarex Energy,XEC,NA,NA,NA,NA,NA
Intersect ENT,XENT,NA,NA,NA,NA,NA
Xilinx,XLNX,NA,NA,NA,NA,NA
Acceleron Pharma,XLRN,NA,NA,NA,NA,NA
Extraction Oil and Gas,XOG,NA,NA,NA,NA,NA
XpresSpa Group,XSPA,NA,NA,NA,NA,NA
Alleghany,Y,NA,NA,NA,NA,NA
YRC Worldwide,YRCW,NA,NA,NA,NA,NA
ZAGG,ZAGG,NA,NA,NA,NA,NA
Zendesk,ZEN,NA,NA,NA,NA,NA
Zogenix,ZGNX,NA,NA,NA,NA,NA
ZIOPHARM Oncology,ZIOP,NA,NA,NA,NA,NA
Zix,ZIXI,NA,NA,NA,NA,NA
Zion Oil and Gas,ZN,NA,NA,NA,NA,NA
Zynga,ZNGA,NA,NA,NA,NA,NA
Zosano Pharma,ZSAN,NA,NA,NA,NA,NA
Zynerba Pharma,ZYNE,NA,NA,NA,NA,NA
Urovant Sciences Ltd.,UROV,NA,NA,NA,NA,NA
"Urstadt Biddle Properties, Inc.",UBA,NA,NA,NA,NA,NA
"US Ecology, Inc.",ECOL,NA,NA,NA,NA,NA
"US Well Services, Inc.",USWS,NA,NA,NA,NA,NA
"US Xpress Enterprises, Inc.",USX,NA,NA,NA,NA,NA
"USA Technologies, Inc.",USAT,NA,NA,NA,NA,NA
"USA Truck, Inc.",USAK,NA,NA,NA,NA,NA
"Varian Medical Systems, Inc.",VAR,NA,NA,NA,NA,NA
"Vectrus, Inc.",VEC,NA,NA,NA,NA,NA
Venator Materials Plc,VNTR,NA,NA,NA,NA,NA
"Veoneer, Inc.",VNE,NA,NA,NA,NA,NA
"VEREIT, Inc.",VER,NA,NA,NA,NA,NA
Veritiv Corp.,VRTV,NA,NA,NA,NA,NA
"Vermillion, Inc.",VRML,NA,NA,NA,NA,NA
Verso Corp.,VRS,NA,NA,NA,NA,NA
"ViacomCBS, Inc.",CBS,NA,NA,NA,NA,NA
"Vical, Inc.",VICL,NA,NA,NA,NA,NA
"ViewRay, Inc.",VRAY,NA,NA,NA,NA,NA
Virtusa Corp.,VRTU,NA,NA,NA,NA,NA
"Vitamin Shoppe, Inc.",VSI,NA,NA,NA,NA,NA
"Vivint Solar, Inc.",VSLR,NA,NA,NA,NA,NA
"VIVUS, Inc.",VVUS,NA,NA,NA,NA,NA
"VMware, Inc.",VMW,NA,NA,NA,NA,NA
"Vocera Communications, Inc.",VCRA,NA,NA,NA,NA,NA
"Volt Information Sciences, Inc.",VISI,NA,NA,NA,NA,NA
Vonage Holdings Corp.,VG,NA,NA,NA,NA,NA
W.R. Grace & Co.,GRA,NA,NA,NA,NA,NA
"WABCO Holdings, Inc.",WBC,NA,NA,NA,NA,NA
"Waddell & Reed Financial, Inc.",WDR,NA,NA,NA,NA,NA
"Waitr Holdings, Inc.",WTRH,NA,NA,NA,NA,NA
"Washington Prime Group, Inc.",WPG,NA,NA,NA,NA,NA
Washington Real Estate Investment Trust,WRE,NA,NA,NA,NA,NA
"Wayside Technology Group, Inc.",WSTG,NA,NA,NA,NA,NA
Weingarten Realty Investors,WRI,NA,NA,NA,NA,NA
"Welbilt, Inc.",WBT,NA,NA,NA,NA,NA
"WellCare Health Plans, Inc.",WCG,NA,NA,NA,NA,NA
"Wellesley Bancorp, Inc.",WEBK,NA,NA,NA,NA,NA
"Wesco Aircraft Holdings, Inc.",WAIR,NA,NA,NA,NA,NA
Western Asset Mortgage Capital Corp.,WMC,NA,NA,NA,NA,NA
Whiting Petroleum Corp.,WLL,NA,NA,NA,NA,NA
"William Lyon Homes, Inc.",WLH,NA,NA,NA,NA,NA
Willis Towers Watson Plc,WLTW,NA,NA,NA,NA,NA
"Wireless Telecom Group, Inc.",WTT,NA,NA,NA,NA,NA
"WisdomTree Investments, Inc.",WETF,NA,NA,NA,NA,NA
World Fuel Services Corp.,INT,NA,NA,NA,NA,NA
"World Wrestling Entertainment, Inc.",WWE,NA,NA,NA,NA,NA
"WPX Energy, Inc.",WPX,NA,NA,NA,NA,NA
"Wrap Technologies, Inc.",WRTC,NA,NA,NA,NA,NA
Wright Medical Group NV,WMGI,NA,NA,NA,NA,NA
"Wyndham Destinations, Inc.",WYND,NA,NA,NA,NA,NA
"Xilinx, Inc.",XLNX,NA,NA,NA,NA,NA
"XpresSpa Group, Inc.",XSPA,NA,NA,NA,NA,NA
"YRC Worldwide, Inc.",YRCW,NA,NA,NA,NA,NA
"Yuma Energy, Inc.",YUMA,NA,NA,NA,NA,NA
Yunhong CTI Ltd.,CTIB,NA,NA,NA,NA,NA
"Zafgen, Inc.",ZFGN,NA,NA,NA,NA,NA
"Zagg, Inc.",ZAGG,NA,NA,NA,NA,NA
"Zayo Group Holdings, Inc.",ZAYO,NA,NA,NA,NA,NA
"Zendesk, Inc.",ZEN,NA,NA,NA,NA,NA
"Zion Oil & Gas, Inc.",ZN,NA,NA,NA,NA,NA
"ZIOPHARM Oncology, Inc.",ZIOP,NA,NA,NA,NA,NA
Zix Corp.,ZIXI,NA,NA,NA,NA,NA
"Zogenix, Inc.",ZGNX,NA,NA,NA,NA,NA
Zosano Pharma Corp.,ZSAN,NA,NA,NA,NA,NA
"Zovio, Inc.",ZVO,NA,NA,NA,NA,NA
"Zynerba Pharmaceuticals, Inc.",ZYNE,NA,NA,NA,NA,NA
"Zynga, Inc.",ZNGA,NA,NA,NA,NA,NA
